critic_name,album_name,album_rating,album_description
Beats Per Minute (formerly One Thirty BPM),Sock It to Me,70,"Thematic speculation aside Green has managed, more simply to write a compelling collection of guitar pop songs."
Beats Per Minute (formerly One Thirty BPM),The  False Alarms,72,"As commendable as their attempts at exploring different genre's are, Fol Chen do sound their best at their poppy moments."
Beats Per Minute (formerly One Thirty BPM),Afraid of Heights,79,"On balance, it's what you'd expect from a Wavves record, hardly revelatory and moderately inconsistent, but packed full of reckless exuberance and fun, hyperkinetic jams to thrash around to that take only a couple of listens tops to get lodged firmly in your head."
Beats Per Minute (formerly One Thirty BPM),Comedown Machine,62,"While Comedown Machine drags itself through a number of dead zones (most notably the dud pair of the title track and '50 50'), there are moments where they recapture some of what made them a great band."
Beats Per Minute (formerly One Thirty BPM),Untogether,85,"It's not an album that immediately reveals itself, but when it lets you in it's hard to find your way out."
Beats Per Minute (formerly One Thirty BPM),Chelsea Light Moving,77,the record does manage to impress despite being vaguely familiar and prone to flights of guitar fancy for no other reason than it can.
Beats Per Minute (formerly One Thirty BPM),House of Woo,77,House of Woo suggests an artist who's still coming into his own without being afraid to play chameleon at the DJ booth.
Beats Per Minute (formerly One Thirty BPM),Muchacho,84,"It's rare to find a lyricist so honest and a vocalist so earnest, and when put into song it seems to Houck as if every word is vital and cathartic and necessary."
Beats Per Minute (formerly One Thirty BPM),Outrun,79,"Outrun is exactly what it aspires to be: a fun retro-pop-dance album for those who like to drive fast through cities at night, perhaps behind a pair of sunglasses."
Beats Per Minute (formerly One Thirty BPM),Nostalchic,75,"There are a couple of lesser tracks on Nostalchic and it's up for debate as to how well Howard sticks the landing on the LP format, but Lapalux is a singular talent and his debut is evidence of that even if the pieces don't all quite click neatly into place."
Beats Per Minute (formerly One Thirty BPM),Crusher,69,"Despite the thimble of predictability or aural similarity, Wahlfeldt has accomplished in Crusher an interesting take on familiar sounds. It's too fuzzed out to just be post-punk, too sparse to just be a home-recorded take on his alt-rock idol."
Beats Per Minute (formerly One Thirty BPM),Mala,73,On Mala he certainly could have done himself some favours by trimming away some lesser moments (particularly the pointless minute long 'Mala' or 'A Gain') but there's certainly a sense that's he gradually becoming more efficient with his song writing.
Beats Per Minute (formerly One Thirty BPM),The New Life,79,"Girls Names does not dwell on the dourness, but conquers and transforms it into a solace--a sound resulting from some hallucinatory fever like a Max Ernst painting, realizing the shadowy dimension parallel to this existence."
Beats Per Minute (formerly One Thirty BPM),The 20/20 Experience,85,Frank Ocean might have a gutsier pen gameŠ—–and Usher more moves and Miguel more sex appeal--but 20/20 is easier to fall into a groove with than any of the best contemporary pop/R&B albums out right now.
Beats Per Minute (formerly One Thirty BPM),The Next Day,80,There's a confidence exhibited here that's refreshing.
Beats Per Minute (formerly One Thirty BPM),New Moon,84,New Moon has extended the the group's realization of their own freedom.
Beats Per Minute (formerly One Thirty BPM),Punk Authority [EP],81,Punk Authority sounds too accomplished to be the product of mere caprice.
Beats Per Minute (formerly One Thirty BPM),Exai,84,"A tangled and glorious mess of aggressive glitches and clipped synths and stuttering beats and hints, shadows, and fragments of tunefulness."
Beats Per Minute (formerly One Thirty BPM),Woman,86,"The duo retain a stripped down approach and it helps make each production choice and songwriting turn feel pondered and noteworthy, each track carving out its own identity and mood within a larger thematically consistent body."
Beats Per Minute (formerly One Thirty BPM),All My Love In Half Light,78,"Sweat's new album, All My Love In Half Light, follows from her debut, Mantic, utilizing the same setup albeit this time she sounds clearer, grander, and more in control of herself and the world she's creating."
Beats Per Minute (formerly One Thirty BPM),Hi Beams,71,"Javelin's sound has in fact undergone distilled changes, but the result is still a fun album that once again brings up the question of what could be next for the duo."
Beats Per Minute (formerly One Thirty BPM),"100 Records, Vol. 3",68,"When viewed on its own, Vol. 3 is a pleasant, though fundamentally flawed, ending to Smith's musical journey."
Beats Per Minute (formerly One Thirty BPM),Sudden Elevation,79,"Sudden Elevation is her first album entirely in English, and is the result of an escape to a seaside cottage to focus herself on her songs and the concept of the album itself, detailing the way tracks would ebb and flow. As a result she's created arguably her best work to date."
Beats Per Minute (formerly One Thirty BPM),Cerulean Salt,86,"Lesser songwriters might stop there, and accept lyrical maturation as the only necessary step toward a sophomore effort, but Crutchfield also uses Cerulean Salt as a way to expand her sonic palette beyond the crackling acoustic guitar ballads that marked her previous work."
Beats Per Minute (formerly One Thirty BPM),Clash the Truth,70,They're wisps and fragments that might leave you feeling nostalgic for the nostalgia that marked Payseur's past. If only the messages contained within the songs rang as true as the guitars.
Beats Per Minute (formerly One Thirty BPM),A Long Way to Fall,68,"Neither cold enough to make a disquieting impression nor warm enough to connect with the listener the way the artist's own A Strangely Isolated Place or, hell, Amber did."
Prefix Magazine,Fifth Harmony,40,The majority of its ten tracks resemble either retreads of their former glories or listless attempts at Spotify-friendly R&B which rob them of any identity whatsoever.
Prefix Magazine,Beast Epic,65,"The album marks the return of that sharpness of perspective in Beam's songwriting. However, there are moments where the music--though the band plays together well--threatens to tip from spare into stale. It never quite gets there."
Prefix Magazine,A Deeper Understanding,85,"A Deeper Understanding is an epic, panoramic record, but its effect is an intimate, personal one. The way these song stretch out make them grand, but they still leave space for you, the listener."
Prefix Magazine,Villains,80,A lack of self-editing is the only real flaw on an album which proves that two decades into their career QOTSA are sounding fresher than ever.
Prefix Magazine,TFCF,75,"It can be a bleak listen at times, but for every scuffed-up shadow and turn to negative space, there's a song like 'No Tree No Branch' or the frenetic 'Coins in My Caged Fist' to pull you out."
Prefix Magazine,Painted Ruins,70,"They sometimes drift back to that comfortable space, and those moments make the record feel a bit longer than it is, but overall this is another interesting twist in the band's sound."
Prefix Magazine,Rainbow,80,"Rainbow is simply the record she needed to make. And at a time where most pop music is either designed by committee or drowning in beigeness, it's also the kind of individual and achingly honest record we needed to hear."
Prefix Magazine,Les Liaisons Dangereuses 1960,70,"The one drawback to Les Liaisons Dangereuses 1960 is that, with the exception of 'Light Blue', its d’©j’¾ vu nature makes it difficult to distinguish it from Thelonious Monk's landmark albums."
Prefix Magazine,Everything Now,60,"Everything Now doesn't stretch out so much as it spreads itself thin, which is why it won't ripple out like other Arcade Fire records. In the end, the band that made neighborhoods sound endless makes Everything into a cul-de-sac."
Prefix Magazine,Flower Boy,75,"Flower Boy is a fascinating, singular effort from Tyler, The Creator. He's crafted a record that finally measures up to a promise that has always been there."
Prefix Magazine,Lust for Life,80,"Although the reinvention teased before release never materializes, Lust for Life is still a return to form which should cement Del Rey's status as the queen of femme fatale pop."
Prefix Magazine,Quazarz vs. The Jealous Machines,80,"The tensions on the second record take on new, fascinating layers as you go back to the perspective laid out on Born on a Gangster Star. The two also clash musically, sometimes echoing one another, sometimes conflicting. But both albums reward repeated listens."
Prefix Magazine,Quazarz: Born on a Gangster Star,80,"Quazarz: Born on a Gangster Star is a curious new entry for the group. It expands the space-age palate of Lese Majesty, but slips in the unique tunefulness of Black Up. And yet it doesn't quite sound like either, and--maybe unsurprisingly, at this point--it doesn't sound like any other record you'll hear this year."
Prefix Magazine,Out in the Storm,80,"Out in the Storm is a deeply impressive record, one that finds Crutchfield honing the strengths we knew she had, discovering new ones, and adding another strong record a rare sort of catalog--one that is consistent but unafraid to push for something new."
Prefix Magazine,Kaleidoscope EP,70,"It's encouraging to hear Coldplay finally tackle something timely and weighty, even if's taken 17 years for them to do so. Kaleidoscope's other two offerings aren't quite as essential, but are still worthy of taking a spot on one of the band's seven studio efforts."
Prefix Magazine,Something To Tell You,70,Something to Tell You is so impossibly infectious that they can just about get away with more of the same this time around.
Prefix Magazine,TLC,70,"Sure, it's nowhere in the same league as the seminal CrazySexyCool and the innovative concept album FanMail, and the absence of Left Eye--apart from a touching brief posthumous appearance on 'Interlude'--is still keenly felt. But there are still a handful of tracks here which can sit comfortably alongside their incredible mid-late 90s canon."
Prefix Magazine,"Funk Wav Bounces, Vol. 1",60,"Ultimately, Harris appears to have simply swapped one formula for another, and if there's to be a Funk Wav Bounces Vol. 2 he will need to discover at least a few new tricks. ... [But] there are encouraging signs here that the Harris of old hasn't been entirely lost for good."
Prefix Magazine,Weather Diaries,65,"The best parts are worthy contributions to their catalog, and worth the price of admission here. But as a whole, Weather Diaries isn't the brilliant Ride return fans might hope for. Though there's enough here to suggest it could be a start, the preamble to the next great Ride record."
Prefix Magazine,Together At Last,70,"For Wilco fans, the songs here won't surprise. But the effectiveness of these performances, the intimacy of the quiet, and the small, new lights they shed on tunes they've long known all makes this a worthwhile record. It's a record of execution over ambition."
Prefix Magazine,Big Fish Theory,85,"This is a very different record from Summertime '06, both thematically and sonically, but it's no less incisive, challenging, or flat-out excellent."
Prefix Magazine,Crack-Up,70,"It is a record that tries to rise above the expectations created by the band's past success. In doing so, it loses sight of where their past success came from."
Prefix Magazine,Melodrama,85,"Still only 20 years old, Lorde could have been forgiven for floundering under the weight of expectation. Instead she's reasserted her status as today's ultimate alt-pop artist with a record that balances the contemporary with the classic in typically immaculate style."
Prefix Magazine,Witness,70,"While she may have slipped down the pecking order, Witness proves she's still a more interesting pop star than she's often given credit for."
Prefix Magazine,Capacity,80,"It shows a quick growth in confidence from the last record to this one, mostly leaving behind the moments that feel too quiet, too intimate to always connect to from the last record. Capacity is another strong record, and a brave step forward for Big Thief."
Prefix Magazine,Goths,85,Darnielle's lyrics never let nostalgia float off in the ether. There's a geography to Goths that adds complexity and specificity.
Prefix Magazine,You're Welcome,85,"While the album has the signature Wavves sound, the songwriting and production is taking on a sophistication that only comes with a progressing level of musical maturity."
Prefix Magazine,Slowdive,80,"With such a hooky, immediate, and yet complex record, let's hope it's not the final fade out."
Prefix Magazine,Hardcourage,80,"In taking a slower and more deliberate approach to his craft this time around, FaltyDL is responsible for one of the more purely enjoyable albums of the still-young year."
Prefix Magazine,Reflektor,95,"There is so, so much content, so beautifully and flawlessly presented that it can be baffling at times. The Suburbs, to many, was decade-defining music. Reflektor, I feel, through both content and design, will be artist-defining."
The Quietus,Need to Feel Your Love,80,"They're not just a crack musical unit--Kyle Seely and Matt Palmer, especially, have developed into a guitar duo to rival prime Thin Lizzy--the quintet feel like a great band-as-gang for our times. Morally upstanding without being dour or didactic, in control of their own image and destiny and capable of tuning to the key of life."
The Quietus,Soft Sounds From Another Planet,80,"Japanese Breakfast is turning into an artist with much to adore, unabashedly authentic but creating music that we can still all see a little bit of ourselves in."
The Quietus,How the West Was Won,70,"This album, then, is a gleeful surprise, and though it is debatable whether it would make the same sense for a listener coming to Perrett cold, for those who already know what to look for it is as gently persuasive as it is shyly moving."
The Quietus,Best of Crime Rock,80,"These 12 tracks serve as a bombastic backdrop for Svenonius' treatises on living the life of an anti-capitalist svengali; they're a guerrilla garage rock manifesto imbued with fever, fervour and soul."
The Quietus,Murder of the Universe,80,"While its episodic narrative veers off into realms of absurdity akin to standalone send-ups, it proves--especially after a repeated listen--a fun, texturally dense celebration of the possible, a showcase of real daring that has been the payoff of countless prog odysseys of yore, the perfectly bonkers lineage of which it so clearly stems."
The Quietus,The Singles,80,"Ultimately, though, as a collection that welcomes the near misses and the questionable latter-era caricaturing, The Singles is real and admirable testament to the full Can story."
The Quietus,Compassion,70,"Compassion is slightly less impenetrable and esoteric than Barnes' other albums, its emotions slightly more telegraphed. But it loses none of his power to enthral, disturb and enthuse."
The Quietus,Hug of Thunder,80,What has emerged is Broken Social Scene's best album.
The Quietus,TLC,50,"So, this is not an incredible album. But in the context TLC's legacy- as a goodbye tour to end one of the biggest girl groups of our time--there is still something touching here."
The Quietus,Dust,80,"It's an album that abounds with details but feels perfectly homogenous, and one can only wonder where Laurel Halo goes from here. It could be very interesting indeed."
The Quietus,Crack-Up,80,The whole album is a cabinet of curiosities to discover and decipher.
The Quietus,Big Fish Theory,90,"Vince Staples doesn't care for being labelled a rapper, perhaps, but in just ""being himself' he has created one of the finest exponents of the genre this year. Hip hop is punk, it's poetry, but also it's party music--Big Fish Theory is an outstanding album that potently shows all of these exquisite possibilities. What's more is, Staples makes it seem like the easiest thing in the world."
The Quietus,Together At Last,80,What this amounts to is a collection that's a good way in to the work of a songwriter whose output is three decades strong and a welcome addition to Tweedy's discography in its own right.
The Quietus,Samba,80,On Samba he has returned to uphold the majestic grace that made his father's music so compelling. Within the traditions of the music he is playing Tour’© continues to develop his own sound world.
The Quietus,Platinum Tips & Ice-Cream [Live],80,"Nadav Eisenman of Herrema's post-Trux bands RTX and Black Bananas does a commendable job without distilling any of the band's indomitable spirit or underlying power. ... The careful sequencing of the album, with the vinyl pressing clearly in mind, reminds me of the potent placing of tracks on Raw Power by Iggy & The Stooges."
The Quietus,Weather Diaries,80,"Going Blank Again was the sound of Ride discovering the sort of band they wanted to be, turning on the afterburners and leaving their contemporaries behind. Weather Diaries picks up the story from there. The forecast is bright--expect sunshine and the odd hurricane."
The Quietus,The Thin Black Duke,90,"By rights no group should be peaking after 30 years of making music together, yet that is the situation in which Oxbow find themselves. Will they ever transcend Thin Black Duke? Such are the ideas and attention to detail on this record, only a fool would bet against them."
The Quietus,Modern English Decoration,80,"There is nothing new here, nothing especially innovative either. It's just an album that consistently hits its target in a magnetic, mesmerizing way, and one that if you let it will swallow you whole."
The Quietus,Home Counties,80,A musically diverse affair yet still coherently Saint Etienne.
The Quietus,No Shape,80,Perhaps his most assured and confident album.
The Quietus,Nektyr,80,"Demen's debut album is worth listening to in its own right, regardless of any nostalgia for the 4AD sound. She takes a studied-sounding array of influences from contemporary ambient and drone, infusing them with a more operatic, vocalised melancholy."
The Quietus,Burials in Several Earths,70,"While there is the odd lapse into grisly power-riffing, the overall mood is sedate if haunted. It has the same effect as dormant memories or lingering dreams, seemingly placid and harmless but then suddenly coiling itself around you."
The Quietus,Modern Kosmology,80,"What makes Jane Weaver and Modern Kosmology such a joy is that it comes as sharp and welcome relief to so many of the serious and po-faced purveyors of cynically cosmic vibes. This is music that simultaneously celebrates and explores, that takes pop as its foundation and then builds a multi-layered space on it that welcomes one and all."
The Quietus,Rocket,80,"The raw and at times, ferocious navigation of the album soars in its earnest delivery and marks a career-defining release for (Sandy) Alex G."
The Quietus,World Spirituality Classics 1: The Ecstatic Music of Alice Coltrane Turiyasangitananda,80,"The 24-piece choir which accompanies most of the pieces here are a lightwave beam keeping the listener afloat, yet it's Coltrane's own vocals which resonate the most deeply."
The Quietus,Play What They Want,80,With Play What They Like Colpitts and Man Forever have crafted something truly unique: a spiritual jazz album for agnostics.
The Quietus,1000 Can Die,80,"It's wonderful stuff, centred on Ayisoba's signature instrument, a two-stringed lute-type contraption called a kologo. Obviously limited in its sonic scope, our dude provides rhythm and melody lines alike to hypnotic and strangely groovy effect."
The Quietus,A Kind Revolution,80,"So while the production isn't as in-your-face as before, the flourishes that characterised those releases are here deployed to subtle effect on an album that's only too happy to explore a variety of stylistic routes including blues, jazz, deep house and dub elements to make a surprisingly coherent and cohesive statement."
The Quietus,Black Origami,90,"Dark Energy was already a significant left turn for footwork and Black Origami is a leap into the future from that, with probably only '1%' (featuring Holly Herndon) from Black Origami sounding like anything on her first album."
The Quietus,Satan's Graffiti or God's Art?,80,"A m’©lange of harum scarum garage-psych, unabashed homage and carefully-crafted pop reprieve, it finds Black Lips at their most daring, exploratory and downright vital."
The A.V. Club,How Do You Spell Heaven,67,"How Do You Spell Heaven suffers from having a tad too much of Pollard's lone influence, and as a result, it's overloaded with the kind of mid-tempo filler that takes a few listens to really stand out. Even still, it's a uniformly enjoyable listen, one that's mostly upbeat."
The A.V. Club,Cost of Living,83,"Her message is crystal clear, as is the rest of Cost Of Living. Downtown Boys is determined to be the kind of band we need right now, delivering the kind of punk that that aims to change the world."
The A.V. Club,Cage Tropical,91,"Cage Tropical possesses darker dimensions and inspirations, driven by twinges of velocity and an unsettled vibe. This combination suits Rose well: Her music may have emerged from a period of great turmoil, but, in the process, she's found a new path forward."
The A.V. Club,Good Time [Original Motion Picture Soundtrack],83,"It's a masterful job of homage, andŠ—”as with Thief and Drive before it--all those pulsating synths and cavernous low tones give the film much of its swagger, and they promise to intensify your own, far less exciting commute as well."
The A.V. Club,Rainbow,83,"It's a bold, focused, universal statement about freedom--from self-hatred, from paralyzing internal conflicts, from gender expectations, from negative influences, and (especially) from other people's shit."
The A.V. Club,Bandwagonesque,83,"For fans of the original, Gibbard's Bandwagonesque should be a nice, unsurprising treat; for fans of Gibbard's who may not be familiar with the original's charms, hopefully it'll be a way in."
The A.V. Club,Hitchhiker,83,"For fans of Neil Young in the '70s--his pretty undeniable peak--this one is fantastic. Beyond that, it could easily serve as an introduction to a generation that hasn't heard his music."
The A.V. Club,Dead Cross,83,"Whereas many supergroup albums feel tired and humorless, Dead Cross is a lean hardcore record that drills eardrums like a nitrous-addled dentist."
The A.V. Club,Call It Love,67,"This is a record that plays it safe musically, even as it probes uncomfortable emotional states and difficult experiences."
The A.V. Club,Dark Matter,91,"Dark Matter is dense, complicated stuff, though it's also an engrossing display of pop theater."
The A.V. Club,Lust for Life,75,"While Del Rey's voice remains firmly at the forefront, the spare arrangements encourage listeners to fill in their own emotional blanks for once."
The A.V. Club,Paranormal,83,"Somewhat unexpectedly, Paranormal is even more intriguing when it delves into heavier territory."
The A.V. Club,Everything Now,75,"Everything Now could stand to be more disciplined, though its looseness is also a reminder of how Arcade Fire leaped past its indie-rock peers by being an honest-to-goodness hot, swinging combo, feeding off each other and the crowd. Building off those chops and that adulation, Win Butler and his mates developed a sound as ornate, ceremonial, and transcendent as a church service."
The A.V. Club,Flower Boy,91,"Flower Boy is the first time he's been equally as forthcoming in his actual music. His flow has tightened up, and for a man whose voice basically destined him for rap stardom, he's become even better at stretching his booming baritone into novel shapes, employing a plethora of flows."
The A.V. Club,A Black Mile to the Surface,50,"There's some beautiful songwriting here, but it's buried beneath the smudges of its producers."
The A.V. Club,New Facts Emerge,42,"It's not bad--it's certainly not an Ersatz GB, or Are You Are Missing Winner (though its half-assed cover art certainly comes close). But now that I've written it up, off it will go into the pile, never to be played."
The A.V. Club,Add Violence [EP],67,"Nothing on last year's Not The Actual Events approached the grabbiness of 'Less Than,' but that EP distributed its charms more evenly than Add Violence, which never tops its leadoff track."
The A.V. Club,Universal High,50,"At points, Universal High finds a hook and rides it somewhere new, but for the most part it's content to time-travel to safe harbors, layering clean, jazzy guitar over simple grooves or dabbling in yacht rock."
The A.V. Club,Eucalyptus,58,"While Eucalyptus is undoubtedly intriguing, it's only occasionally enjoyable as music."
The A.V. Club,Sacred Hearts Club,42,"Overall, Sacred Hearts Club also signals a return to Foster The People's more electronic origins, but not in the inventive way that was used on Torches. Rather, it comes off as hackneyed copy, full of the predictable EDM/trap beats that every other chart-topper has shoved in somewhere."
The A.V. Club,Mellow Waves,75,Don't let the lightness of Mellow Waves fool you; its pleasures are substantive and lingering.
The A.V. Club,"Times Infinity, Vol. 2",33,"Throughout, the album is marred by dated, slathered-on digital effects or chintzy, '70s romantic drama synth-strings, or laden with clunky refrains."
The A.V. Club,Lo Tom,75,"Sometimes quick-and-dirty is the way to go, and with just eight straightforward songs, Lo Tom does it really well. It's hard to say if anybody beyond the Bazan-devoted will jump on board--or even find a record like this--but his flock should be delighted."
The A.V. Club,Dear,67,"There are stray blasts of righteous melody, like the anthemic crescendos that erupt from the placid surface of 'Beyond.' But most of Dear's sonic earthquakes seem designed to rattle the bones, not catch the ears."
The A.V. Club,Soft Sounds From Another Planet,91,"While everything on Japanese Breakfast's proper sophomore effort isn't entirely fresh, and its structure is somewhat loose, there's a confidence and crispness to Soft Sounds that shows just how fully realized Zauner's formerly homemade experiments have become."
The A.V. Club,Quazarz: Born on a Gangster Star,83,"Born On A Gangster Star zeroes in on Butler's abstract state-of-hip-hop lyrics, epitomized by the booming, beautiful 'Shine A Light.' Still, these delineations aren't exact. Both albums seem to circle each other like binary stars, feeding off of and justifying the other."
The A.V. Club,Quazarz vs. The Jealous Machines,83,"Both albums create worlds unto themselves. The gauzy, sensual Quazarz Vs. The Jealous Machines highlights the duo's more melodic side, moving from lust and consummation to a film-noir spy flick, pursued by nebulous internet drones."
The A.V. Club,Need to Feel Your Love,75,"The latter song ['Meet Me In The Street'] sets the tone for the record, as it rails against the ugliness of privilege ('Silver spoon suckers headed for a fall / And justice for all') and encourages an uprising against authority. Equally galvanizing is 'Suffer Me,' a song about the Stonewall Riots, and 'Expect The Bayonet,' which is about marginalized groups banding together to fight oppression: 'If you don't give us the ballot / Expect the bayonet.'"
The A.V. Club,Out in the Storm,100,"Each Waxahatchee album has felt like a big step forward, and Out In The Storm feels like the biggest one yet."
The A.V. Club,A Walk With Love and Death,50,"Overall Love isn't arresting enough to draw listeners in without a visual component. Along with a handful of other Melvins albums, A Walk With Love & Death seems destined to be overshadowed by the band's stronger output."
No Ripcord,I Tell a Fly,50,"Hints of regularity are often dropped before being snatched away from you in vaudevillian style. There's an awful lot to be admired about Clementine's approach, but it's certainly not an easy listen."
No Ripcord,Colors,60,"Charging power-pop anthems like I'm So Free and Dear Life agree with his current stature as an elder statesman who can try to keep it cool, except that when he veers into strummy gloss pop (Up All Night, Square One) it makes him sound out of touch."
No Ripcord,Out of Range,80,"But the band is grounded in humility, always playing against each other with a drifting timbre that's inviting and likable. But tucked within their textural progressions lay deftly written songs that honor their long-lived inclination to remain emotionally and intellectually independent."
No Ripcord,Lotta Sea Lice,70,"With any other protagonists this project could become sickeningly twee, but Vile and Barnett deliver every lyric, no matter how ridiculous, with absolute sincerity. As they close with a stunning cover of Belly's Untogether, it's difficult to be cynical about something this utterly charming."
No Ripcord,Turn Out the Lights,100,"These are songs that you feel more than listen to. Everyone has encountered some sort of mental illness, addiction or crisis of faith, whether in your life or another's. Not only does Baker prove that you're not alone, but she finds a way to make it better."
No Ripcord,Screen Memories,70,"He propels the masses into an apocalyptic party with simple and inviting gestures, even if behind the songs lays an exhaustive perfectionist who's fully dedicated to his craft. That exhaustion does catch up with Maus as the quality of the songwriting loses its luster, especially during its second half, but his sharply quizzical thoughts do cohere into an involving whole."
No Ripcord,Always Foreign,70,"A large portion of Always Foreign focuses on building terse melodic post-rock suites (Faker), though their words are necessary and valued, and they emote them with a heartfelt directness that recalls their formative beginnings (Dillon and Her Son, Gram). This balancing act of moods can sometimes lend Always Foreign an air of indecision, though if the intent was to take it as majestic as it can be, then they remove any trace of subtlety on the album's rousing power ballad as if applying the handkerchief-in-hand progressive elements of Queensryche (Infinite Steve)."
No Ripcord,Plum,70,"While Wand's leap forward didn't live up to some of the expectations I'd had via 1000 Days, the light and engaging Charles De Gaulle and nicely-arranged harmonizing in Driving wouldn't exist if not for the band's efforts to do so with Plum."
No Ripcord,Bambino,70,"Bambino is a record that is kaleidoscopically colourful, staying in charge of a viciously artistic wall chart of sounds and turning it into something impressively cohesive. In the groovefest that is Need a Little Spider and the deliciously sleek Double Dutch, there are some downright bangers on here for good measure."
No Ripcord,Every Country's Sun,80,"A lot of this terminology may sound familiar to the Mogwai devoted, but Every Country's Sun does signal a change in attitude and confidence, and there's no more convincing argument than that."
No Ripcord,Love What Survives,80,"A notable cast of musicians, ranging from James Blake and King Krule to Micachu, impart their own idiosyncrasies, coming together to adopt a more avant-garde variant. But never does it hide the duo's own merits, as they embrace a more vibrant form of beat-driven electronica that also functions in a rock context with collaboration at its heart."
No Ripcord,Aromanticism,70,"Aromanticism is downright beautiful but is also too enamored with its sensual aura, which sometimes exposes his uneven vocal acrobatics."
No Ripcord,Ash,70,"Their willingness to embrace worldly influences--and infuse their own urbanity--into their arrangements is crucial with regards to enabling the spirited reveries to accommodate the twins' extrasensory wordplay, bringing a stability to the arbitrary grooves."
No Ripcord,Outrage! Is Now,30,"Outrage! Is Now is unequivocally uninspired, shelving almost all of the rawness that put the Toronto doublet on the map thirteen years ago. It's lyrically apathetic, and Jesse F. Keeler's basslines have lost all of their punishing nature."
No Ripcord,Hiss Spun,70,"Hiss Spun is the first record from Chelsea Wolfe that commits entirely to the more catastrophic elements of her repertoire, and the results are equal parts stunning and terrifying."
No Ripcord,Light Information,70,"There's a deferential tone to Light Information that suggests he's never really going to change his signature shtick, and even if we always know what to expect, it always feels like a warm return home from an always generous friend."
No Ripcord,Antisocialites,70,"Molly Rankin's vocals throughout the record compliment the soundscapes perfectly, fanning disappointment with hope whilst exercising a great deal of control--and an admirable lack of bias--over her ponderings."
No Ripcord,I Love You Like a Brother,80,"I Love You Like a Brother is the type of catchy, kinetic album that's natural and effortless."
No Ripcord,Masseduction,60,"There's the promise of another knockout. One that, unfortunately, takes the liberty of reshaping past half-baked ideas without really adding much flair to Clark's otherwise intriguing exploration of fame and femininity."
No Ripcord,Ogilala,80,"Ogilala is anything but musically overwrought, and the melodies do keep a haunting quality that elevates his distinct quivering voice."
No Ripcord,Willowbank,60,"At times it's as if the band is still trying to figure out the right temperament to base off of for the extent of a full-length album. The result is an uneven pairing of drive and control, and the latter tends to push them towards worn-out novelty with greater force."
No Ripcord,Visions of a Life,90,"Wolf Alice have come up with the goods again with their second LP, and in Ellie Rowsell they have a frontwoman who hypnotises and enthralls at will."
No Ripcord,Relatives in Descent,90,"With a sound that maintains relevancy in the modern age as the band keeps true to a form that's existed thirty-plus years, Protomartyr's Detroit Rock interpretation of post-punk seems to gain something with every album they produce, a sensibility that's somehow detectible but difficult to define or pinpoint."
No Ripcord,Earl Grey,70,"There are areas of the record where moments become a bit looser and less infectious, but generally this is a strong debut."
No Ripcord,A Deeper Understanding,60,"His lack of nuance from a lyrical standpoint is startling, to the point where it confuses one into thinking that it's profound since everything else is so carefully considered. It comes from a genuine place, sure, but his overly labored Reagan-era balladry rekindles a musical period that still sounds entirely dated."
No Ripcord,Popular Manipulations,70,"Themes of alienation and heartbreak are set against sweeping guitar hooks, handled with a well-studied attention to craft that takes cues from bands like Wolf Parade and Modest Mouse. A wise template to base their potent anthems on."
No Ripcord,Collection,70,Collection is a strong ermŠ—_ collection of cosy tracks that maintain the kind of candid inwardness that can sometimes be lost between the bedroom and the studio.
No Ripcord,TFCF,70,"TFCF is riddled with confusion and self-reflection, and it faithfully continues Liars' unconventional stride, though this time it had to affect him intimately and personally to take him there."
No Ripcord,Holiday Destination,80,"Holiday Destination is Shah's third LP, and is her most accomplished effort to date--superbly executed with an ability to make an austere backdrop insatiably compelling."
No Ripcord,Dark Days + Canap’©s,60,"He has created such a strong, affecting soundscape that for the most part of the record it is uncomfortable to listen to. Whether that is by design or not, Ejimiwe has administered a macabre marriage of sound and speak that are made for each other."
Playlouder,We Are The Pipettes,90,'We Are The Pipettes' is perfection.
Playlouder,Playtime Is Over,90,It's about the best a studio grime album can be.
Playlouder,I Created Disco,40,The problem is that I Created Disco goes on for nearly an hour and barely changes tack once.
Playlouder,Panic Prevention,30,"There are many more interesting artists out there doing the kind of thing Jamie does with more panache and originality with voices that don't make me want to throw myself under an underground train, but they're not from Wimbledon."
Playlouder,Those The Brokes,80,"It might be easy to criticise 'Those The Brokes' as a stab at busting through into the MOR mainstream, but it's fairer to see it as The Magic Numbers developing their expression while staying faithful to their core sound, and quiet charm."
Playlouder,An End Has A Start,100,"This album is fucking brilliant Š—– it made me want to cut my hair, paint the ceiling, fuck the postman and burn the disco down. So I did. Then I curled up in a corner, cried, and shat myself."
Playlouder,Our Love To Admire,100,"The band have colonised the rich turf at the intersection of meticulously structured mope-rock and free-flowing three-chord pop, where moments of resignation cosy up alongside twinkling hopes for the future like Winehouse to the sauce."
Playlouder,Cross,90,They've totally nailed it.
Playlouder,Goodbye,40,It was possible to ignore Schnauss' new age leanings previously but they're rammed home mercilessly here making too much of this album sound like Enya-period Sigur Ros.
Playlouder,Super Taranta!,90,"Yes, it's the relentless energy, humour and versatility which makes this record stand out and apparently their albums are merely incidental compared to their stunning live shows."
Playlouder,New Maps of Hell,70,"The album is closer to the thrash end of their style then the folk, and the music reflects the anger in the songs brilliantly."
